species_name,occurrence_no,accepted_name,phylum,class,order,family,genus,lat,lng,diet,life_habit,environment,taxon_environment,primary_name,era_early,era_late
ceciliana,16417,Leionucula,Mollusca,Bivalvia,Nuculida,Nuculidae,Leionucula,-37.0,-73.0,"deposit feeder, suspension feeder",infaunal,,"coastal,inner shelf,outer shelf,oceanic",Leionucula,Cretaceous,No especificado
amuriensis,16418,Nuculana,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Nuculana,-37.0,-73.0,"deposit feeder, suspension feeder",infaunal,,"coastal,inner shelf,outer shelf,oceanic",Nuculana,Cretaceous,No especificado
cuneiformis,16419,Nuculana,Mollusca,Bivalvia,Nuculanida,Nuculanidae,Nuculana,-37.0,-73.0,"deposit feeder, suspension feeder",infaunal,,"coastal,inner shelf,outer shelf,oceanic",Nuculana,Cretaceous,No especificado
levitestata,16420,Yoldia,Mollusca,Bivalvia,Nuculanida,Yoldiidae,Yoldia,-37.0,-73.0,deposit feeder,infaunal,,"inner shelf,outer shelf,oceanic",Yoldia,Cretaceous,No especificado
pencana,16421,Neiloides,Mollusca,Bivalvia,Nuculida,NO_FAMILY_SPECIFIED,Neiloides,-37.0,-73.0,deposit feeder,infaunal,,,Neiloides,Cretaceous,No especificado
quiriquinae,16422,Neilonella,Mollusca,Bivalvia,Nuculanida,Tindariidae,Neilonella,-37.0,-73.0,deposit feeder,infaunal,,,Neilonella,Cretaceous,No especificado
sp.,16423,Modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-37.0,-73.0,suspension feeder,semi-infaunal,,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Cretaceous,No especificado
biroi,16424,Inoceramus (Endocostea),Mollusca,Bivalvia,Myalinida,Inoceramidae,Inoceramus (Endocostea),-37.0,-73.0,suspension feeder,epifaunal,,,Endocostea,Cretaceous,No especificado
chilensis,16425,Chlamys (Mixtipecten),Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys (Mixtipecten),-37.0,-73.0,suspension feeder,epifaunal,,marine,Mixtipecten,Cretaceous,No especificado
sp.,16426,Placunopsis,Mollusca,Bivalvia,Pectinida,Anomiidae,Placunopsis,-37.0,-73.0,suspension feeder,"epifaunal, gregarious",,marine,Placunopsis,Cretaceous,No especificado
sp.,16427,Pycnodonte,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Pycnodonte,-37.0,-73.0,suspension feeder,epifaunal,,"marine,brackish",Pycnodonte,Cretaceous,No especificado
hanetiana,16428,Pacitrigonia hanetiana,Mollusca,Bivalvia,Trigoniida,Trigoniidae,Pacitrigonia,-37.0,-73.0,suspension feeder,infaunal,,,Pacitrigonia,Cretaceous,No especificado
acuticostatum,16429,Austrocardium,Mollusca,Bivalvia,Cardiida,Cardiidae,Austrocardium,-37.0,-73.0,suspension feeder,infaunal,,,Austrocardium,Cretaceous,No especificado
veneriformis,16430,Lahillia,Mollusca,Bivalvia,Cardiida,Lahillidae,Lahillia,-37.0,-73.0,suspension feeder,infaunal,,,Lahillia,Cretaceous,No especificado
araucana,16431,Cymbophora,Mollusca,Bivalvia,Veneroidei,Mactridae,Cymbophora,-37.0,-73.0,suspension feeder,infaunal,,,Cymbophora,Cretaceous,No especificado
colossa,16432,Mulinoides,Mollusca,Bivalvia,Veneroidei,Mactridae,Mulinoides,-37.0,-73.0,suspension feeder,infaunal,,,Mulinoides,Cretaceous,No especificado
australis,16433,Ceroniola,Mollusca,Bivalvia,Veneroidei,Mesodesmatidae,Ceroniola,-37.0,-73.0,suspension feeder,infaunal,,,Ceroniola,Cretaceous,No especificado
largillierti,16434,Tellina (Tellinella),Mollusca,Bivalvia,Cardiida,Tellinidae,Tellina (Tellinella),-37.0,-73.0,deposit feeder,infaunal,,,Tellinella,Cretaceous,No especificado
cocholguei,16435,Protagelus,Mollusca,Bivalvia,Veneroidei,NO_FAMILY_SPECIFIED,Protagelus,-37.0,-73.0,suspension feeder,infaunal,,,Protagelus,Cretaceous,No especificado
quiriquinae,16436,Aphrodina,Mollusca,Bivalvia,Veneroidei,Veneridae,Aphrodina,-37.0,-73.0,suspension feeder,infaunal,,,Aphrodina,Cretaceous,No especificado
cuneiformis,16437,Panopea,Mollusca,Bivalvia,Hiatellida,Hiatellidae,Panopea,-37.0,-73.0,suspension feeder,deep infaunal,,,Panopea,Cretaceous,No especificado
simplex,16438,Panopea,Mollusca,Bivalvia,Hiatellida,Hiatellidae,Panopea,-37.0,-73.0,suspension feeder,deep infaunal,,,Panopea,Cretaceous,No especificado
leali,16439,Opertochasma,Mollusca,Bivalvia,Pholadida,Pholadidae,Opertochasma,-37.0,-73.0,suspension feeder,boring,,,Opertochasma,Cretaceous,No especificado
chilensis,16440,Caryocorbula,Mollusca,Bivalvia,Pholadida,Corbulidae,Caryocorbula,-37.0,-73.0,suspension feeder,infaunal,,,Caryocorbula,Cretaceous,No especificado
primigenus,16441,Arcomytilus,Mollusca,Bivalvia,Mytilida,Mytilidae,Arcomytilus,-37.0,-73.0,suspension feeder,epifaunal,,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Arcomytilus,Cretaceous,No especificado
palmata,45877,Australocoelia,Brachiopoda,Rhynchonellata,Rhynchonellida,Leptocoeliidae,Australocoelia,-24.583332,-68.583336,suspension feeder,epifaunal,shoreface,marine,Australocoelia,Devonian,Devonian
carinatus,45878,Tropidoleptus carinatus,Brachiopoda,Rhynchonellata,NO_ORDER_SPECIFIED,Tropidoleptidae,Tropidoleptus,-24.583332,-68.583336,suspension feeder,low-level epifaunal,shoreface,marine,Tropidoleptus,Devonian,Devonian
sp.,97053,Anisocardia,Mollusca,Bivalvia,Veneroidei,Arcticidae,Anisocardia,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,,Anisocardia,Jurassic,No especificado
pintadae,97054,Bakevellia (Neobakevellia) pintadae,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Bakevellia (Neobakevellia),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Bakevellia,Jurassic,No especificado
andium,97055,Cardinia andium,Mollusca,Bivalvia,Carditida,Cardiniidae,Cardinia,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,marine,Cardinia,Jurassic,No especificado
corneolum,97056,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
sp.,97057,Exogyra,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Exogyra,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,"marine,brackish",Exogyra,Jurassic,No especificado
araucana,97058,Gervillia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Gervillia,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Gervillia,Jurassic,No especificado
humboldti,97059,Lithotrochus,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Trochidae,Lithotrochus,-33.466667,-70.75,grazer,epifaunal,marine indet.,,Lithotrochus,Jurassic,No especificado
ovatissima,97060,Lobothyris ovatissima,Brachiopoda,Rhynchonellata,Terebratulida,Lobothyrididae,Lobothyris,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Lobothyris,Jurassic,No especificado
chubutensis,97061,Lucina,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucina,-33.466667,-70.75,chemosymbiotic,infaunal,marine indet.,,Lucina,Jurassic,No especificado
sp.,97062,Mesomiltha,Mollusca,Bivalvia,Lucinida,Lucinidae,Mesomiltha,-33.466667,-70.75,"chemosymbiotic, suspension feeder",infaunal,marine indet.,,Mesomiltha,Jurassic,No especificado
imbricatus,97063,Modiolus (Modiolus) imbricatus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus (Modiolus),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97064,Modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97065,Parallelodon,Mollusca,Bivalvia,Arcida,Parallelodontidae,Parallelodon,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,,Parallelodon,Jurassic,No especificado
hemicardia,97066,Pholadomya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Pholadomya,-33.466667,-70.75,suspension feeder,deep infaunal,marine indet.,,Pholadomya,Jurassic,No especificado
ancatruzi,97067,Pseudotrapezium,Mollusca,Bivalvia,Veneroidei,Arcticidae,Pseudotrapezium,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,,Pseudotrapezium,Jurassic,No especificado
crassimedia,97068,Quadratirhynchia crassimedia,Brachiopoda,Rhynchonellata,Rhynchonellida,Tetrarhynchiidae,Quadratirhynchia,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Quadratirhynchia,Jurassic,No especificado
sp.,97069,Quenstedtia,Mollusca,Bivalvia,Cardiida,Quenstedtiidae,Quenstedtia,-33.466667,-70.75,deposit feeder,infaunal,marine indet.,,Quenstedtia,Jurassic,No especificado
sp.,97070,Trigonia,Mollusca,Bivalvia,Trigoniida,Trigoniidae,Trigonia,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,,Trigonia,Jurassic,No especificado
indet.,97071,Trigoniidae,Mollusca,Bivalvia,Trigoniida,Trigoniidae,,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,,Trigoniidae,Jurassic,No especificado
alata,97072,Weyla alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Weyla,Jurassic,No especificado
sp.,97073,Aguilerella,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Aguilerella,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,"marine,brackish",Aguilerella,Jurassic,No especificado
pintadae,97074,Bakevellia (Neobakevellia) pintadae,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Bakevellia (Neobakevellia),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Bakevellia,Jurassic,No especificado
andium,97075,Cardinia andium,Mollusca,Bivalvia,Carditida,Cardiniidae,Cardinia,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,marine,Cardinia,Jurassic,No especificado
corneolum,97076,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
araucana,97077,Gervillia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Gervillia,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Gervillia,Jurassic,No especificado
humboldti,97078,Lithotrochus,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Trochidae,Lithotrochus,-33.466667,-70.75,grazer,epifaunal,marine indet.,,Lithotrochus,Jurassic,No especificado
ovatissima,97079,Lobothyris ovatissima,Brachiopoda,Rhynchonellata,Terebratulida,Lobothyrididae,Lobothyris,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Lobothyris,Jurassic,No especificado
chubutensis,97080,Lucina,Mollusca,Bivalvia,Lucinida,Lucinidae,Lucina,-33.466667,-70.75,chemosymbiotic,infaunal,marine indet.,,Lucina,Jurassic,No especificado
sp.,97081,Mesomiltha,Mollusca,Bivalvia,Lucinida,Lucinidae,Mesomiltha,-33.466667,-70.75,"chemosymbiotic, suspension feeder",infaunal,marine indet.,,Mesomiltha,Jurassic,No especificado
imbricatus,97082,Modiolus (Modiolus) imbricatus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus (Modiolus),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97083,Modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97084,Parallelodon,Mollusca,Bivalvia,Arcida,Parallelodontidae,Parallelodon,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,,Parallelodon,Jurassic,No especificado
sp.,97085,Pleurotomaria,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Pleurotomariidae,Pleurotomaria,-33.466667,-70.75,omnivore,epifaunal,marine indet.,,Pleurotomaria,Jurassic,No especificado
sp.,97086,Pteroperna,Mollusca,Bivalvia,Ostreida,Pteriidae,Pteroperna,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,"coastal,inner shelf,outer shelf,oceanic",Pteroperna,Jurassic,No especificado
crassimedia,97087,Quadratirhynchia crassimedia,Brachiopoda,Rhynchonellata,Rhynchonellida,Tetrarhynchiidae,Quadratirhynchia,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Quadratirhynchia,Jurassic,No especificado
sp.,97088,Quenstedtia,Mollusca,Bivalvia,Cardiida,Quenstedtiidae,Quenstedtia,-33.466667,-70.75,deposit feeder,infaunal,marine indet.,,Quenstedtia,Jurassic,No especificado
transatlantica,97089,Striactaeonina,Mollusca,Gastropoda,Heterostropha,Tubiferidae,Striactaeonina,-33.466667,-70.75,carnivore,epifaunal,marine indet.,,Striactaeonina,Jurassic,No especificado
alata,97090,Weyla alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Weyla,Jurassic,No especificado
pintadae,97091,Bakevellia (Neobakevellia) pintadae,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Bakevellia (Neobakevellia),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Bakevellia,Jurassic,No especificado
auritus,97092,Camptonectes (Camptonectes) auritus,Mollusca,Bivalvia,Pectinida,Pectinidae,Camptonectes (Camptonectes),-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Camptonectes,Jurassic,No especificado
corneolum,97093,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
araucana,97094,Gervillia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Gervillia,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Gervillia,Jurassic,No especificado
humboldti,97095,Lithotrochus,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Trochidae,Lithotrochus,-33.466667,-70.75,grazer,epifaunal,marine indet.,,Lithotrochus,Jurassic,No especificado
ovatissima,97096,Lobothyris ovatissima,Brachiopoda,Rhynchonellata,Terebratulida,Lobothyrididae,Lobothyris,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Lobothyris,Jurassic,No especificado
sp.,97097,Mesomiltha,Mollusca,Bivalvia,Lucinida,Lucinidae,Mesomiltha,-33.466667,-70.75,"chemosymbiotic, suspension feeder",infaunal,marine indet.,,Mesomiltha,Jurassic,No especificado
imbricatus,97098,Modiolus (Modiolus) imbricatus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus (Modiolus),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97099,Modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
bulimoides,97100,Natica,Mollusca,Gastropoda,Sorbeoconcha,Naticidae,Natica,-33.466667,-70.75,carnivore,semi-infaunal,marine indet.,,Natica,Jurassic,No especificado
sp.,97101,Parallelodon,Mollusca,Bivalvia,Arcida,Parallelodontidae,Parallelodon,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,,Parallelodon,Jurassic,No especificado
sp.,97102,Protocardia,Mollusca,Bivalvia,Cardiida,Cardiidae,Protocardia,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,,Protocardia,Jurassic,No especificado
duplicata,97103,Pseudolimea duplicata,Mollusca,Bivalvia,Pectinida,Limidae,Pseudolimea,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Pseudolimea,Jurassic,No especificado
alata,97104,Weyla alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Weyla,Jurassic,No especificado
pintadae,97105,Bakevellia (Neobakevellia) pintadae,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Bakevellia (Neobakevellia),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Bakevellia,Jurassic,No especificado
corneolum,97106,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
araucana,97107,Gervillia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Gervillia,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Gervillia,Jurassic,No especificado
humboldti,97108,Lithotrochus,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Trochidae,Lithotrochus,-33.466667,-70.75,grazer,epifaunal,marine indet.,,Lithotrochus,Jurassic,No especificado
ovatissima,97109,Lobothyris ovatissima,Brachiopoda,Rhynchonellata,Terebratulida,Lobothyrididae,Lobothyris,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Lobothyris,Jurassic,No especificado
imbricatus,97110,Modiolus (Modiolus) imbricatus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus (Modiolus),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97111,Modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97112,Parallelodon,Mollusca,Bivalvia,Arcida,Parallelodontidae,Parallelodon,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,,Parallelodon,Jurassic,No especificado
laeviusclum,97113,Plagiostoma,Mollusca,Bivalvia,Pectinida,Limidae,Plagiostoma,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Plagiostoma,Jurassic,No especificado
sp.,97114,Pleurotomaria,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Pleurotomariidae,Pleurotomaria,-33.466667,-70.75,omnivore,epifaunal,marine indet.,,Pleurotomaria,Jurassic,No especificado
transatlantica,97115,Striactaeonina,Mollusca,Gastropoda,Heterostropha,Tubiferidae,Striactaeonina,-33.466667,-70.75,carnivore,epifaunal,marine indet.,,Striactaeonina,Jurassic,No especificado
alata,97116,Weyla alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Weyla,Jurassic,No especificado
americana,97117,Amberleya,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Eucyclidae,Amberleya,-33.466667,-70.75,grazer,epifaunal,marine indet.,,Amberleya,Jurassic,No especificado
pintadae,97118,Bakevellia (Neobakevellia) pintadae,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Bakevellia (Neobakevellia),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Bakevellia,Jurassic,No especificado
corneolum,97119,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
araucana,97120,Gervillia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Gervillia,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Gervillia,Jurassic,No especificado
humboldti,97121,Lithotrochus,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Trochidae,Lithotrochus,-33.466667,-70.75,grazer,epifaunal,marine indet.,,Lithotrochus,Jurassic,No especificado
ovatissima,97122,Lobothyris ovatissima,Brachiopoda,Rhynchonellata,Terebratulida,Lobothyrididae,Lobothyris,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Lobothyris,Jurassic,No especificado
costata,97123,Lopha costata,Mollusca,Bivalvia,Ostreida,Ostreidae,Lopha,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,"hypersaline,marine,brackish",Lopha,Jurassic,No especificado
imbricatus,97124,Modiolus (Modiolus) imbricatus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus (Modiolus),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97125,Modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97126,Nerinella,Mollusca,Gastropoda,Heterostropha,Nerinellidae,Nerinella,-33.466667,-70.75,,epifaunal,marine indet.,,Nerinella,Jurassic,No especificado
sp.,97127,Parallelodon,Mollusca,Bivalvia,Arcida,Parallelodontidae,Parallelodon,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,,Parallelodon,Jurassic,No especificado
equivalvis,97128,Pseudopecten equivalvis,Mollusca,Bivalvia,Pectinida,Pectinidae,Pseudopecten,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Pseudopecten,Jurassic,No especificado
indet.,97129,Pterioidea,Mollusca,Bivalvia,Ostreida,,,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,"marine,brackish",Pteriacea,Jurassic,No especificado
transatlantica,97130,Striactaeonina,Mollusca,Gastropoda,Heterostropha,Tubiferidae,Striactaeonina,-33.466667,-70.75,carnivore,epifaunal,marine indet.,,Striactaeonina,Jurassic,No especificado
sp.,97131,Anisocardia,Mollusca,Bivalvia,Veneroidei,Arcticidae,Anisocardia,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,,Anisocardia,Jurassic,No especificado
pintadae,97132,Bakevellia (Neobakevellia) pintadae,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Bakevellia (Neobakevellia),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Bakevellia,Jurassic,No especificado
sp.,97133,Cercomya,Mollusca,Bivalvia,Pandorida,Laternulidae,Cercomya,-33.466667,-70.75,suspension feeder,deep infaunal,marine indet.,,Cercomya,Jurassic,No especificado
textoria,97134,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Chlamys,Jurassic,No especificado
rothi,97135,Cucullaea,Mollusca,Bivalvia,Arcida,Cucullaeidae,Cucullaea,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,,Cucullaea,Jurassic,No especificado
corneolum,97136,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
araucana,97137,Gervillia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Gervillia,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Gervillia,Jurassic,No especificado
costata,97138,Lopha costata,Mollusca,Bivalvia,Ostreida,Ostreidae,Lopha,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,"hypersaline,marine,brackish",Lopha,Jurassic,No especificado
imbricatus,97139,Modiolus (Modiolus) imbricatus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus (Modiolus),-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97140,Modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp.,97141,Nerinoides,Mollusca,Gastropoda,Heterostropha,Nerineidae,Nerinoides,-33.466667,-70.75,,epifaunal,marine indet.,,Nerinoides,Jurassic,No especificado
sp.,97142,Parallelodon,Mollusca,Bivalvia,Arcida,Parallelodontidae,Parallelodon,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,,Parallelodon,Jurassic,No especificado
radiata,97143,Placunopsis radiata,Mollusca,Bivalvia,Pectinida,Anomiidae,Placunopsis,-33.466667,-70.75,suspension feeder,"epifaunal, gregarious",marine indet.,marine,Placunopsis,Jurassic,No especificado
laeviusclum,97144,Plagiostoma,Mollusca,Bivalvia,Pectinida,Limidae,Plagiostoma,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Plagiostoma,Jurassic,No especificado
duplicata,97145,Pseudolimea duplicata,Mollusca,Bivalvia,Pectinida,Limidae,Pseudolimea,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Pseudolimea,Jurassic,No especificado
indet.,97146,Pterioidea,Mollusca,Bivalvia,Ostreida,,,-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,"marine,brackish",Pteriacea,Jurassic,No especificado
sp.,97147,Quenstedtia,Mollusca,Bivalvia,Cardiida,Quenstedtiidae,Quenstedtia,-33.466667,-70.75,deposit feeder,infaunal,marine indet.,,Quenstedtia,Jurassic,No especificado
indet.,97148,Trigoniidae,Mollusca,Bivalvia,Trigoniida,Trigoniidae,,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,,Trigoniidae,Jurassic,No especificado
sp.,97149,Unicardium,Mollusca,Bivalvia,Lucinida,Mactromyidae,Unicardium,-33.466667,-70.75,chemosymbiotic,infaunal,marine indet.,,Unicardium,Jurassic,No especificado
sp.,97150,Anisocardia,Mollusca,Bivalvia,Veneroidei,Arcticidae,Anisocardia,-33.466667,-70.75,suspension feeder,infaunal,marine indet.,,Anisocardia,Jurassic,No especificado
corneolum,97151,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-33.466667,-70.75,suspension feeder,epifaunal,marine indet.,marine,Entolium,Jurassic,No especificado
araucana,97152,Gervillia,Mollusca,Bivalvia,Ostreida,Bakevelliidae,Gervillia,-33.466667,-70.75,suspension feeder,semi-infaunal,marine indet.,"marine,brackish",Gervillia,Jurassic,No especificado
ovatissima,97153,Lobothyris ovatissima,Brachiopoda,Rhynchonellata,Terebratulida,Lobothyrididae,Lobothyris,-33.466667,-70.75,suspension feeder,low-level epifaunal,marine indet.,marine,Lobothyris,Jurassic,No especificado
