species_name,occurrence_no,accepted_name,phylum,class,order,family,genus,lat,lng,diet,life_habit,environment,taxon_environment,primary_name,era_early,era_late
sp. A,859778,Plagiostoma,Mollusca,Bivalvia,Pectinida,Limidae,Plagiostoma,-28.5,-69.966667,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Plagiostoma,Jurassic,No especificado
sp. A,859779,Plagiostoma,Mollusca,Bivalvia,Pectinida,Limidae,Plagiostoma,-27.450001,-69.566666,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Plagiostoma,Jurassic,No especificado
sp. B,859780,Plagiostoma,Mollusca,Bivalvia,Pectinida,Limidae,Plagiostoma,-27.333332,-69.75,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Plagiostoma,Jurassic,No especificado
sp. B,859781,Plagiostoma,Mollusca,Bivalvia,Pectinida,Limidae,Plagiostoma,-27.1,-69.116669,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Plagiostoma,Jurassic,No especificado
sp. B,859782,Plagiostoma,Mollusca,Bivalvia,Pectinida,Limidae,Plagiostoma,-29.066668,-70.133331,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Plagiostoma,Jurassic,No especificado
sp. B,859783,Plagiostoma,Mollusca,Bivalvia,Pectinida,Limidae,Plagiostoma,-27.133333,-69.0,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Plagiostoma,Jurassic,Jurassic
duplicata,859784,Pseudolimea duplicata,Mollusca,Bivalvia,Pectinida,Limidae,Pseudolimea,-27.061666,-69.620003,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Pseudolimea,Jurassic,No especificado
hettangiensis,859785,Pseudolimea hettangiensis,Mollusca,Bivalvia,Pectinida,Limidae,Pseudolimea,-23.566668,-69.916664,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Pseudolimea,Jurassic,Jurassic
hettangiensis,859786,Pseudolimea hettangiensis,Mollusca,Bivalvia,Pectinida,Limidae,Pseudolimea,-24.75,-69.083336,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Pseudolimea,Jurassic,No especificado
roemeri,859787,Limea (Pseudolimea) roemeri,Mollusca,Bivalvia,Pectinida,Limidae,Pseudolimea,-27.666668,-69.449997,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Pseudolimea,Jurassic,No especificado
armata,859788,Plicatula (Plicatula),Mollusca,Bivalvia,Pectinida,Plicatulidae,Plicatula (Plicatula),-27.061666,-69.620003,suspension feeder,epifaunal,open shallow subtidal,marine,Plicatula,Jurassic,No especificado
rapa,859789,Harpax rapa,Mollusca,Bivalvia,Pectinida,Plicatulidae,Harpax,-27.333332,-69.75,suspension feeder,epifaunal,open shallow subtidal,marine,Plicatula,Jurassic,No especificado
rapa,859790,Harpax rapa,Mollusca,Bivalvia,Pectinida,Plicatulidae,Harpax,-28.200001,-70.01667,suspension feeder,epifaunal,open shallow subtidal,marine,Plicatula,Jurassic,No especificado
rapa,859791,Harpax rapa,Mollusca,Bivalvia,Pectinida,Plicatulidae,Harpax,-28.216667,-70.166664,suspension feeder,epifaunal,open shallow subtidal,marine,Plicatula,Jurassic,No especificado
costatum,859792,Actinostreon,Mollusca,Bivalvia,Ostreida,Palaeolophidae,Actinostreon,-28.783333,-70.261108,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Actinostreon,Jurassic,No especificado
costatum,859793,Actinostreon,Mollusca,Bivalvia,Ostreida,Palaeolophidae,Actinostreon,-27.061666,-69.620003,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Actinostreon,Jurassic,No especificado
costatum,859794,Actinostreon,Mollusca,Bivalvia,Ostreida,Palaeolophidae,Actinostreon,-27.450001,-69.583336,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Actinostreon,Jurassic,No especificado
costatum,859795,Actinostreon,Mollusca,Bivalvia,Ostreida,Palaeolophidae,Actinostreon,-26.333332,-69.26667,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Actinostreon,Jurassic,No especificado
longistriatum,859796,Actinostreon,Mollusca,Bivalvia,Ostreida,Palaeolophidae,Actinostreon,-27.450001,-69.583336,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Actinostreon,Jurassic,No especificado
longistriatum,859797,Actinostreon,Mollusca,Bivalvia,Ostreida,Palaeolophidae,Actinostreon,-28.5,-69.966667,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Actinostreon,Jurassic,No especificado
solitarium,859798,Actinostreon gregareum,Mollusca,Bivalvia,Ostreida,Palaeolophidae,Actinostreon,-27.583332,-69.416664,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Actinostreon,Jurassic,No especificado
darwini,859799,Gryphaea (Gryphaea),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-24.75,-69.083336,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
darwini,859800,Gryphaea (Gryphaea),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-23.566668,-69.916664,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,Jurassic
darwini,859801,Gryphaea (Gryphaea),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-26.0,-69.166664,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
darwini,859802,Gryphaea (Gryphaea),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-30.133333,-70.583336,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
darwini,859803,Gryphaea (Gryphaea),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-27.333332,-69.5,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
darwini,859804,Gryphaea (Gryphaea),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-27.333332,-69.75,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
darwini,859805,Gryphaea (Gryphaea),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-28.216667,-70.166664,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
darwini,859806,Gryphaea (Gryphaea),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-28.200001,-70.01667,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
darwini,859807,Gryphaea (Gryphaea),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-27.983334,-69.949997,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
dumortieri,859808,Gryphaea (Gryphaea) dumortieri,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-28.366667,-69.966667,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
dumortieri,859809,Gryphaea (Gryphaea) dumortieri,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-29.049999,-70.083336,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
dumortieri,859810,Gryphaea (Gryphaea) dumortieri,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-28.133333,-69.966667,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
dumortieri,859811,Gryphaea (Gryphaea) dumortieri,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-27.450001,-69.583336,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
dumortieri,859812,Gryphaea (Gryphaea) dumortieri,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-28.383333,-69.949997,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
dumortieri,859813,Gryphaea (Gryphaea) dumortieri,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Gryphaea),-28.25,-70.033333,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
latior,859814,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-28.133333,-69.966667,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
latior,859815,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-27.061666,-69.620003,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
latior,859816,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-28.200001,-70.01667,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
tricarinata,859817,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-30.133333,-70.583336,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
tricarinata,859818,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-27.061666,-69.620003,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
tricarinata,859819,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-28.133333,-69.966667,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
tricarinata,859820,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-28.200001,-70.01667,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
tricarinata,859821,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-28.783333,-70.261108,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
tricarinata,859822,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-27.416668,-69.833336,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
tricarinata,859823,Gryphaea (Bilobissa),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Gryphaea (Bilobissa),-27.333332,-69.75,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Gryphaea,Jurassic,No especificado
sp.,859824,Exogyra (Aetostreon),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Exogyra (Aetostreon),-27.333332,-69.5,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Expgyra,Jurassic,No especificado
sp.,859825,Exogyra (Aetostreon),Mollusca,Bivalvia,Ostreida,Gryphaeidae,Exogyra (Aetostreon),-27.1,-69.116669,suspension feeder,epifaunal,open shallow subtidal,"marine,brackish",Expgyra,Jurassic,No especificado
neuquensis,859826,Otapiria neuquensis,Mollusca,Bivalvia,Pectinida,Monotidae,Otapiria,-25.716667,-69.199997,suspension feeder,epifaunal,open shallow subtidal,marine,Otapiria,Jurassic,No especificado
inequivalvis,859827,Oxytoma inequivalvis,Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma,-26.166668,-69.333336,suspension feeder,epifaunal,open shallow subtidal,marine,Oxytoma,Jurassic,No especificado
inequivalvis,859848,Oxytoma inequivalvis,Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma,-24.916668,-69.166664,suspension feeder,epifaunal,open shallow subtidal,marine,Oxytoma,Jurassic,No especificado
inequivalvis,859859,Oxytoma inequivalvis,Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma,-25.783333,-70.566666,suspension feeder,epifaunal,open shallow subtidal,marine,Oxytoma,Jurassic,No especificado
inequivalvis,859860,Oxytoma inequivalvis,Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma,-30.666668,-70.583336,suspension feeder,epifaunal,open shallow subtidal,marine,Oxytoma,Jurassic,No especificado
cygnipes,859861,Oxytoma (Palmoxytoma) cygnipes,Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma (Palmoxytoma),-26.166668,-69.333336,suspension feeder,epifaunal,open shallow subtidal,marine,Oxytoma,Jurassic,No especificado
sp.,859862,Oxytoma (Palmoxytoma),Mollusca,Bivalvia,Pectinida,Oxytomidae,Oxytoma (Palmoxytoma),-25.9,-70.583336,suspension feeder,epifaunal,open shallow subtidal,marine,Oxytoma,Jurassic,No especificado
pumilum,859863,Parvamussium pumilum,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Parvamussium,-27.25,-69.166664,carnivore,epifaunal,open shallow subtidal,marine,Propeamussium,Jurassic,No especificado
pumilum,859864,Parvamussium pumilum,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Parvamussium,-27.133333,-69.0,carnivore,epifaunal,open shallow subtidal,marine,Propeamussium,Jurassic,Jurassic
pumilum,859865,Parvamussium pumilum,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Parvamussium,-27.966667,-69.966667,carnivore,epifaunal,open shallow subtidal,marine,Propeamussium,Jurassic,No especificado
pumilum,859866,Parvamussium pumilum,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Parvamussium,-27.666668,-69.449997,carnivore,epifaunal,open shallow subtidal,marine,Propeamussium,Jurassic,No especificado
pumilum,859867,Parvamussium pumilum,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Parvamussium,-27.666668,-69.449997,carnivore,epifaunal,open shallow subtidal,marine,Propeamussium,Jurassic,No especificado
pumilum,859868,Parvamussium pumilum,Mollusca,Bivalvia,Pectinida,Propeamussiidae,Parvamussium,-28.25,-69.949997,carnivore,epifaunal,open shallow subtidal,marine,Propeamussium,Jurassic,Jurassic
corneolum,859869,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-25.9,-70.583336,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
corneolum,859870,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-28.133333,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
corneolum,859871,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-28.200001,-70.01667,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
corneolum,859872,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-26.75,-69.166664,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
corneolum,859873,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-26.333332,-69.26667,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
corneolum,859874,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-27.666668,-69.449997,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
corneolum,859875,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-27.666668,-69.449997,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
corneolum,859876,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-28.933332,-70.383331,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
corneolum,859877,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-28.25,-69.949997,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,Jurassic
corneolum,859878,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-28.5,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
corneolum,859879,Entolium (Entolium) corneolum,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium (Entolium),-27.450001,-69.566666,suspension feeder,epifaunal,open shallow subtidal,marine,Entolium,Jurassic,No especificado
wunschae,859880,Agerchlamys wunschae,Mollusca,Bivalvia,Pectinida,Pectinidae,Agerchlamys,-25.9,-70.583336,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Agerchlamys,Jurassic,No especificado
wunschae,859881,Agerchlamys wunschae,Mollusca,Bivalvia,Pectinida,Pectinidae,Agerchlamys,-24.75,-69.083336,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Agerchlamys,Jurassic,No especificado
wunschae,859882,Agerchlamys wunschae,Mollusca,Bivalvia,Pectinida,Pectinidae,Agerchlamys,-24.916668,-69.166664,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Agerchlamys,Jurassic,No especificado
textoria,859883,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-25.9,-70.583336,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
textoria,859884,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-27.333332,-69.75,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
textoria,859885,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-28.5,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
textoria,859886,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-28.5,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
textoria,859887,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-27.450001,-69.583336,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
textoria,859888,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-27.666668,-69.449997,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
textoria,859889,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-27.666668,-69.449997,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
textoria,859890,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-27.666668,-69.449997,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
textoria,859891,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-27.25,-69.166664,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
textoria,859892,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-26.299999,-69.300003,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,Jurassic
valoniensis,859893,Praechlamys valoniensis,Mollusca,Bivalvia,Pectinida,Pectinidae,Praechlamys,-26.166668,-70.466667,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
valoniensis,859894,Praechlamys valoniensis,Mollusca,Bivalvia,Pectinida,Pectinidae,Praechlamys,-26.166668,-69.333336,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
velatus,859895,Eopecten velatus,Mollusca,Bivalvia,Pectinida,Pectinidae,Eopecten,-25.9,-70.583336,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Eopecten,Jurassic,No especificado
velatus,859896,Eopecten velatus,Mollusca,Bivalvia,Pectinida,Pectinidae,Eopecten,-28.933332,-70.383331,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Eopecten,Jurassic,No especificado
sosneadoensis,859897,Radulonectites sosneadoensis,Mollusca,Bivalvia,Pectinida,Pectinidae,Radulonectites,-27.450001,-69.583336,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Radulonectites,Jurassic,No especificado
indet.,859898,Pectinidae,Mollusca,Bivalvia,Pectinida,Pectinidae,,-27.333332,-69.75,suspension feeder,low-level epifaunal,open shallow subtidal,marine,Pectinidae,Jurassic,No especificado
alata,859899,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-28.366667,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859900,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-28.366667,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859901,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-28.366667,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859902,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-28.5,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859903,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-27.666668,-69.449997,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859904,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-27.666668,-69.449997,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859905,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-28.383333,-69.949997,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859906,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-27.450001,-69.583336,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859907,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-27.15,-69.550003,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859908,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-27.061666,-69.620003,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859909,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-27.333332,-69.75,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859910,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-27.966667,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859911,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-27.1,-69.116669,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
alata,859912,Weyla (Weyla) alata,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-28.200001,-70.01667,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
titan,859913,Weyla titan,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla,-27.1,-69.116669,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
sp.,859914,Weyla (Weyla),Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Weyla),-26.166668,-70.466667,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
unca,859944,Weyla (Lywea) unca,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Lywea),-27.450001,-69.583336,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
unca,860024,Weyla (Lywea) unca,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Lywea),-27.5,-69.583336,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
unca,860025,Weyla (Lywea) unca,Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Lywea),-28.5,-69.966667,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
sp.,860026,Weyla (Lywea),Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Lywea),-25.9,-70.583336,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
sp.,860027,Weyla (Lywea),Mollusca,Bivalvia,Pectinida,Neitheidae,Weyla (Lywea),-23.566668,-69.916664,suspension feeder,epifaunal,open shallow subtidal,marine,Weyla,Jurassic,No especificado
gerthi,860221,Modiolus gerthi,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-27.666668,-69.449997,suspension feeder,semi-infaunal,open shallow subtidal,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
gerthi,860222,Modiolus gerthi,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-27.15,-69.550003,suspension feeder,semi-infaunal,open shallow subtidal,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Jurassic,No especificado
sp. 2,860327,Trigonia,Mollusca,Bivalvia,Trigoniida,Trigoniidae,Trigonia,-28.966667,-70.283333,suspension feeder,infaunal,open shallow subtidal,,Trigonia,Jurassic,No especificado
rugosum,860391,Phacelostylophyllum rugosum,Cnidaria,Anthozoa,Scleractinia,Stylophyllidae,Phacelostylophyllum,-26.033333,-70.474998,"photosymbiotic, suspension feeder","epifaunal, colonial, clonal",open shallow subtidal,marine,Phacelostylophyllum,Jurassic,No especificado
gibbosa,860392,Actinastrea gibbosa,Cnidaria,Anthozoa,Scleractinia,Actinastreidae,Actinastrea,-26.033333,-70.474998,"photosymbiotic, suspension feeder","colonial, clonal",open shallow subtidal,marine,Actinastrea,Jurassic,No especificado
spp.,860393,Montlivaltia,Cnidaria,Anthozoa,Scleractinia,Thecosmiliidae,Montlivaltia,-26.033333,-70.474998,"microcarnivore, photosymbiotic",solitary,open shallow subtidal,marine,Montlivaltia,Jurassic,No especificado
textoria,860400,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-27.333332,-69.75,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
paipotensis,860401,Bathrotomaria,Mollusca,Gastropoda,NO_ORDER_SPECIFIED,Pleurotomariidae,Bathrotomaria,-22.700001,-68.966667,carnivore,epifaunal,open shallow subtidal,,Bathrotomaria,Jurassic,No especificado
textoria,860417,Chlamys textoria,Mollusca,Bivalvia,Pectinida,Pectinidae,Chlamys,-28.25,-69.949997,suspension feeder,epifaunal,open shallow subtidal,marine,Chlamys,Jurassic,No especificado
spp.,860418,Montlivaltia,Cnidaria,Anthozoa,Scleractinia,Thecosmiliidae,Montlivaltia,-22.700001,-68.966667,"microcarnivore, photosymbiotic",solitary,open shallow subtidal,marine,Montlivaltia,Jurassic,No especificado
sp. A,860419,Microphyllia,Cnidaria,Anthozoa,Scleractinia,Latomeandridae,Microphyllia,-22.700001,-68.966667,"photosymbiotic, suspension feeder","colonial, clonal",open shallow subtidal,marine,Microphyllia,Jurassic,No especificado
