species_name,occurrence_no,accepted_name,phylum,class,order,family,genus,lat,lng,diet,life_habit,environment,taxon_environment,primary_name,era_early,era_late
rossiana,16484,Solemya,Mollusca,Bivalvia,Solemyida,Solemyidae,Solemya,-64.0,-57.0,"deposit feeder, chemosymbiotic",deep infaunal,,"lagoonal,coastal,inner shelf,outer shelf,oceanic",Solemya,Cretaceous,No especificado
suboblonga,16485,Nucula (Leionucula) suboblonga,Mollusca,Bivalvia,Nuculida,Nuculidae,Leionucula,-64.0,-57.0,"deposit feeder, suspension feeder",infaunal,,"coastal,inner shelf,outer shelf,oceanic",Leionucula,Cretaceous,No especificado
nordenskjoldi,16486,Nordenskjoeldia,Mollusca,Bivalvia,Arcida,Parallelodontidae,Nordenskjoeldia,-64.0,-57.0,suspension feeder,low-level epifaunal,,,Nordenskjoeldia,Cretaceous,No especificado
oliveroi,16487,,,,,,,-64.0,-57.0,,,,,Austrocucullaea,Cretaceous,No especificado
antarctica,16488,Cucullaea antarctica,Mollusca,Bivalvia,Arcida,Cucullaeidae,Cucullaea,-64.0,-57.0,suspension feeder,infaunal,,,Cucullaea,Cretaceous,No especificado
ellioti,16489,Cucullaea ellioti,Mollusca,Bivalvia,Arcida,Cucullaeidae,Cucullaea,-64.0,-57.0,suspension feeder,infaunal,,,Cucullaea,Cretaceous,No especificado
antarctica,16490,Limopsis,Mollusca,Bivalvia,Arcida,Limopsidae,Limopsis,-64.0,-57.0,suspension feeder,epifaunal,,"outer shelf,oceanic",Limopsis,Cretaceous,No especificado
pontotocensis,16491,Modiolus,Mollusca,Bivalvia,Mytilida,Mytilidae,Modiolus,-64.0,-57.0,suspension feeder,semi-infaunal,,"lagoonal,coastal,inner shelf,outer shelf,oceanic,brackish,freshwater",Modiolus,Cretaceous,No especificado
freneixae,16492,Pinna freneixae,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna,-64.0,-57.0,suspension feeder,semi-infaunal,,"marine,brackish",Pinna,Cretaceous,No especificado
feldmanni,16493,Phelopteria,Mollusca,Bivalvia,Ostreida,Pteriidae,Phelopteria,-64.0,-57.0,suspension feeder,epifaunal,,"coastal,inner shelf,outer shelf,oceanic",Phelopteria,Cretaceous,No especificado
antarctica,16494,Pulvinites,Mollusca,Bivalvia,Ostreida,Pulvinitinae,Pulvinites,-64.0,-57.0,suspension feeder,epifaunal,,"marine,brackish",Pulvinites,Cretaceous,No especificado
sadleri,16495,Entolium,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium,-64.0,-57.0,suspension feeder,epifaunal,,marine,Entolium,Cretaceous,No especificado
seymourensis,16496,Entolium,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium,-64.0,-57.0,suspension feeder,epifaunal,,marine,Entolium,Cretaceous,No especificado
shackletoni,16497,Acesta,Mollusca,Bivalvia,Pectinida,Limidae,Acesta,-64.0,-57.0,suspension feeder,epifaunal,,marine,Acesta,Cretaceous,No especificado
webbi,16498,Acesta webbi,Mollusca,Bivalvia,Pectinida,Limidae,Acesta,-64.0,-57.0,suspension feeder,epifaunal,,marine,Acesta,Cretaceous,No especificado
antarctica,16499,Seymourtula antarctica,Mollusca,Bivalvia,Pectinida,Limidae,Seymourtula,-64.0,-57.0,suspension feeder,low-level epifaunal,,marine,Seymourtula,Cretaceous,No especificado
seymourensis,16500,Pycnodonte,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Pycnodonte,-64.0,-57.0,suspension feeder,epifaunal,,"marine,brackish",Pycnodonte,Cretaceous,No especificado
vesicularis,16501,Pycnodonte vesicularis,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Pycnodonte,-64.0,-57.0,suspension feeder,epifaunal,,"marine,brackish",Pycnodonte,Cretaceous,No especificado
regina,16502,Laevitrigonia (Eselaevitrigonia),Mollusca,Bivalvia,Trigoniida,Laevitrigoniidae,Laevitrigonia (Eselaevitrigonia),-64.0,-57.0,suspension feeder,infaunal,,,Eselaevitrigonia,Cretaceous,No especificado
pygoscelium,16503,Oistotrigonia pygoscelium,Mollusca,Bivalvia,Trigoniida,Trigoniidae,Linotrigonia (Oistotrigonia),-64.0,-57.0,suspension feeder,infaunal,,,Oistotrigonia,Cretaceous,No especificado
scotti,16504,Myrtea,Mollusca,Bivalvia,Lucinida,Lucinidae,Myrtea,-64.0,-57.0,photosymbiotic,infaunal,,,Myrtea,Cretaceous,No especificado
townsendi,16505,Conchocele townsendi,Mollusca,Bivalvia,Lucinida,Thyasiridae,Conchocele,-64.0,-57.0,"suspension feeder, chemosymbiotic",infaunal,,,Thyasira,Cretaceous,No especificado
drygalskiana,16506,Eriphyla (Dozyia),Mollusca,Bivalvia,Carditida,Astartidae,Eriphyla (Dozyia),-64.0,-57.0,suspension feeder,infaunal,,marine,Dozyia,Cretaceous,No especificado
larseni,16507,Lahillia larseni,Mollusca,Bivalvia,Cardiida,Lahillidae,Lahillia,-64.0,-57.0,suspension feeder,infaunal,,,Lahillia,Cretaceous,No especificado
chaneyi,16508,Cyclorisma,Mollusca,Bivalvia,Veneroidei,Veneridae,Cyclorisma,-64.0,-57.0,suspension feeder,infaunal,,,Cyclorisma,Cretaceous,No especificado
nucleus,16509,,,,,,,-64.0,-57.0,,,,,Surorbula,Cretaceous,No especificado
clausa,16510,Panopea clausa,Mollusca,Bivalvia,Hiatellida,Hiatellidae,Panopea,-64.0,-57.0,suspension feeder,deep infaunal,,,Panopea,Cretaceous,No especificado
hyriiformis,16511,Goniomya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Goniomya,-64.0,-57.0,suspension feeder,deep infaunal,,,Goniomya,Cretaceous,No especificado
askinae,16512,Thracia,Mollusca,Bivalvia,Thraciida,Thraciidae,Thracia,-64.0,-57.0,suspension feeder,deep infaunal,,,Thracia,Cretaceous,No especificado
transatlanticus,27482,Perisphinctes,Mollusca,Cephalopoda,Ammonitida,Perisphinctidae,Perisphinctes,-70.75,-68.5,carnivore,nektonic,,marine,Perisphinctes,Jurassic,No especificado
sp.,27483,Pachysphinctes,Mollusca,Cephalopoda,Ammonitida,Perisphinctidae,Pachysphinctes,-70.75,-68.5,carnivore,nektonic,,marine,Pachysphinctes,Jurassic,No especificado
alfurica,27484,Belemnopsis,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Jurassic,No especificado
gerardi,27485,Belemnopsis gerardi,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Jurassic,No especificado
keari,27486,Belemnopsis,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Jurassic,No especificado
tanganensis,27487,Belemnopsis tanganensis,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Jurassic,No especificado
haasti,27488,Retroceramus haasti,Mollusca,Bivalvia,Myalinida,Inoceramidae,Retroceramus,-70.75,-68.5,suspension feeder,epifaunal,,,Retroceramus,Jurassic,No especificado
alfurica,27489,Belemnopsis,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Jurassic,No especificado
aucklandica,27490,Belemnopsis aucklandica,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Jurassic,No especificado
belligerundi,27491,Hibolites,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Hibolites,-70.75,-68.5,carnivore,nektonic,,marine,Hibolites,Jurassic,No especificado
sp.,27492,Produvalia,Mollusca,Cephalopoda,Belemnitida,Duvaliidae,Produvalia,-70.75,-68.5,carnivore,nektonic,,marine,Produvalia,Jurassic,No especificado
sp.,27493,Virgatosphinctes,Mollusca,Cephalopoda,Ammonitida,Perisphinctidae,Virgatosphinctes,-70.75,-68.5,carnivore,nektonic,,marine,Virgatosphinctes,Jurassic,No especificado
sp.,27494,Aulacosphinctoides,Mollusca,Cephalopoda,Ammonitida,Perisphinctidae,Aulacosphinctoides,-70.75,-68.5,carnivore,nektonic,,marine,Aulacosphinctoides,Jurassic,No especificado
sp.,27495,Australobuchia,Mollusca,Bivalvia,Pectinida,Buchiidae,Australobuchia,-70.75,-68.5,suspension feeder,epifaunal,,marine,Australobuchia,Jurassic,No especificado
wallichi,27496,Blanfordiceras,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Blanfordiceras,-70.75,-68.5,,,,,Blanforidceras,Jurassic,No especificado
subprivasensis,27497,Berriasella subprivasensis,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Berriasella,-70.75,-68.5,carnivore,nektonic,,marine,Berriasella,Jurassic,No especificado
argentinus,27498,Hibolites,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Hibolites,-70.75,-68.5,carnivore,nektonic,,marine,Hibolites,Jurassic,No especificado
sp.,27499,Retroceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Retroceramus,-70.75,-68.5,suspension feeder,epifaunal,,,Retroceramus,Jurassic,No especificado
sp.,27500,Haplophylloceras,Mollusca,Cephalopoda,Phylloceratida,Phylloceratidae,Haplophylloceras,-70.75,-68.5,carnivore,nektonic,,marine,Haplophylloceras,Cretaceous,No especificado
sp.,27501,Raimondiceras,Mollusca,Cephalopoda,Ammonitida,Neocomitidae,Raimondiceras,-70.75,-68.5,carnivore,nektonic,,marine,Raimondiceras,Cretaceous,No especificado
sp.,27502,Pinna,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna,-70.75,-68.5,suspension feeder,semi-infaunal,,"marine,brackish",Pinna,Cretaceous,No especificado
sp.,27503,Grammatodon,Mollusca,Bivalvia,Arcida,Parallelodontidae,Grammatodon,-70.75,-68.5,suspension feeder,low-level epifaunal,,,Grammatodon,Cretaceous,No especificado
sp.,27504,Myophorella,Mollusca,Bivalvia,Trigoniida,Myophorellidae,Myophorella,-70.75,-68.5,suspension feeder,infaunal,,,Myophorella,Cretaceous,No especificado
sp.,27505,Pholadomya,Mollusca,Bivalvia,Pholadomyida,Pholadomyidae,Pholadomya,-70.75,-68.5,suspension feeder,deep infaunal,,,Pholadomya,Cretaceous,No especificado
sp.,27506,Inoceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Inoceramus,-70.75,-68.5,suspension feeder,epifaunal,,,Inoceramus,Cretaceous,No especificado
sp.,27507,Planolites,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Planolites,-70.75,-68.5,,,,,Planolites,Cretaceous,Cretaceous
sp.,27508,Palaeophycus,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Palaeophycus,-70.75,-68.5,,,,,Palaeophycus,Cretaceous,Cretaceous
sp.,27509,Chondrites,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Chondrites,-70.75,-68.5,,,,,Chondrites,Cretaceous,Cretaceous
sp.,27510,Zoophycos,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Zoophycos,-70.75,-68.5,,,,,Zoophycus,Cretaceous,Cretaceous
alexandri,27511,Belemnopsis,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Cretaceous,Cretaceous
gladiatoris,27512,Belemnopsis,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Cretaceous,Cretaceous
sp.,27513,Olcostephanus,Mollusca,Cephalopoda,Ammonitida,Olcostephanidae,Olcostephanus,-70.75,-68.5,carnivore,nektonic,,marine,Olcostephanus,Cretaceous,Cretaceous
sp.,27514,Bochianites,Mollusca,Cephalopoda,Ammonitida,Bochianitidae,Bochianites,-70.75,-68.5,carnivore,nektonic,,marine,Bochianites,Cretaceous,Cretaceous
sp.,27515,Belemnopsis,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Cretaceous,Cretaceous
madagascariensis,27516,Belemnopsis,Mollusca,Cephalopoda,Belemnitida,Belemnopseidae,Belemnopsis,-70.75,-68.5,carnivore,nektonic,,marine,Belemnopsis,Cretaceous,Cretaceous
sp.,27517,Anopaea,Mollusca,Bivalvia,Myalinida,Inoceramidae,Anopaea,-70.75,-68.5,suspension feeder,epifaunal,,,Anopaea,Cretaceous,Cretaceous
sp.,27518,Kolymia,Mollusca,Bivalvia,Myalinida,Kolymiidae,Kolymia,-70.75,-68.5,suspension feeder,epifaunal,,,Parainoceramus,Cretaceous,Cretaceous
sp.,27519,Aucellina,Mollusca,Bivalvia,Pectinida,Buchiidae,Aucellina,-70.75,-68.5,suspension feeder,epifaunal,,marine,Aucellina,Cretaceous,Cretaceous
caucasia-aptiensis,27520,Aucellina,Mollusca,Bivalvia,Pectinida,Buchiidae,Aucellina,-70.75,-68.5,suspension feeder,epifaunal,,marine,Aucellina,Cretaceous,Cretaceous
radiatostriata,27521,Aucellina radiatostriata,Mollusca,Bivalvia,Pectinida,Buchiidae,Aucellina,-70.75,-68.5,suspension feeder,epifaunal,,marine,Aucellina,Cretaceous,Cretaceous
sp.,27522,Inoceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Inoceramus,-70.75,-68.5,suspension feeder,epifaunal,,,Inoceramus,Cretaceous,Cretaceous
deltoides,27523,Inoceramus,Mollusca,Bivalvia,Myalinida,Inoceramidae,Inoceramus,-70.75,-68.5,suspension feeder,epifaunal,,,Inoceramus,Cretaceous,Cretaceous
sp.,27524,Planolites,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Planolites,-70.75,-68.5,,,,,Planolites,Cretaceous,Cretaceous
sp.,27525,Palaeophycus,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Palaeophycus,-70.75,-68.5,,,,,Palaeophycus,Cretaceous,Cretaceous
sp.,27526,Chondrites,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Chondrites,-70.75,-68.5,,,,,Chondrites,Cretaceous,Cretaceous
sp.,27527,Zoophycos,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Zoophycos,-70.75,-68.5,,,,,Zoophycus,Cretaceous,Cretaceous
sp.,27528,Sanmartinoceras,Mollusca,Cephalopoda,Ammonitida,Oppeliidae,Sanmartinoceras,-70.75,-68.5,carnivore,nektonic,,marine,Sanmartinoceras,Cretaceous,No especificado
sp.,27529,Aucellina,Mollusca,Bivalvia,Pectinida,Buchiidae,Aucellina,-70.75,-68.5,suspension feeder,epifaunal,,marine,Aucellina,Cretaceous,No especificado
sp.,27530,Planolites,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Planolites,-70.75,-68.5,,,,,Planolites,Cretaceous,No especificado
sp.,27531,Palaeophycus,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Palaeophycus,-70.75,-68.5,,,,,Palaeophycus,Cretaceous,No especificado
sp.,27532,Chondrites,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Chondrites,-70.75,-68.5,,,,,Chondrites,Cretaceous,No especificado
sp.,27533,Zoophycos,NO_PHYLUM_SPECIFIED,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Zoophycos,-70.75,-68.5,,,,,Zoophycus,Cretaceous,No especificado
sp.,27534,Sanmartinoceras,Mollusca,Cephalopoda,Ammonitida,Oppeliidae,Sanmartinoceras,-70.75,-68.5,carnivore,nektonic,,marine,Sanmartinoceras,Cretaceous,Cretaceous
sp.,27535,Lytoceras,Mollusca,Cephalopoda,Ammonitida,Lytoceratidae,Lytoceras,-70.75,-68.5,carnivore,nektonic,,marine,Eulytoceras,Cretaceous,Cretaceous
sp.,27536,Arcinella,Mollusca,Bivalvia,Veneroidei,Chamidae,Arcinella,-70.75,-68.5,suspension feeder,epifaunal,,,Arcinella,Cretaceous,Cretaceous
sp.,27537,Thracia,Mollusca,Bivalvia,Thraciida,Thraciidae,Thracia,-70.75,-68.5,suspension feeder,deep infaunal,,,Thracia,Cretaceous,Cretaceous
sp.,27538,Cuspidaria,Mollusca,Bivalvia,Poromyida,Cuspidariidae,Cuspidaria,-70.75,-68.5,carnivore,infaunal,,,Cuspidaria,Cretaceous,Cretaceous
sp.,27539,Entolium,Mollusca,Bivalvia,Pectinida,Entoliidae,Entolium,-70.75,-68.5,suspension feeder,epifaunal,,marine,Entolium,Cretaceous,Cretaceous
sp.,27540,Pinna,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna,-70.75,-68.5,suspension feeder,semi-infaunal,,"marine,brackish",Pinna,Cretaceous,Cretaceous
willeyi,27541,Dimitobelus (Tetrabelus),Mollusca,Cephalopoda,Belemnitida,Dimitobelidae,Dimitobelus (Tetrabelus),-70.75,-68.5,carnivore,nektonic,,marine,Tetrabelus,Cretaceous,Cretaceous
oxys,27542,Peratobelus,Mollusca,Cephalopoda,Belemnitida,NO_FAMILY_SPECIFIED,Peratobelus,-70.75,-68.5,carnivore,nektonic,,marine,Peratobelus,Cretaceous,Cretaceous
fallax,40328,Rotularia,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Rotularia,-64.25,-56.75,suspension feeder,epifaunal,foreshore,,Rotularia,Cretaceous,Cretaceous
bhavaniformis,40329,Gunnarites bhavaniformis,Mollusca,Cephalopoda,Ammonitida,Kossmaticeratidae,Gunnarites,-64.25,-56.75,carnivore,nektonic,foreshore,marine,Gunnarites,Cretaceous,Cretaceous
sp.,40330,Linotrigonia (Oistotrigonia),Mollusca,Bivalvia,Trigoniida,Trigoniidae,Linotrigonia (Oistotrigonia),-64.25,-56.75,suspension feeder,infaunal,foreshore,,Oistotrigonia,Cretaceous,Cretaceous
indet.,40331,Gastropoda,Mollusca,Gastropoda,,,,-64.25,-56.75,,epifaunal,foreshore,,Gastropoda,Cretaceous,Cretaceous
sp.,40332,Grammatodon (Nordenskjoldia),Mollusca,Bivalvia,Arcida,Parallelodontidae,Grammatodon (Nordenskjoldia),-64.25,-56.75,suspension feeder,low-level epifaunal,foreshore,,Nordenskjoldia,Cretaceous,Cretaceous
indet.,40333,Bivalvia,Mollusca,Bivalvia,,,,-64.25,-56.75,suspension feeder,infaunal,foreshore,,Bivalvia,Cretaceous,Cretaceous
indet.,40334,Ammonoidea,Mollusca,Cephalopoda,Ammonoidea,,,-64.25,-56.75,carnivore,nektonic,foreshore,marine,Ammonoidea,Cretaceous,Cretaceous
indet.,40335,Anthozoa,Cnidaria,Anthozoa,,,,-64.25,-56.75,microcarnivore,intermediate-level epifaunal,foreshore,,Anthozoa,Cretaceous,Cretaceous
fallax,40336,Rotularia,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Rotularia,-64.25,-56.75,suspension feeder,epifaunal,foreshore,,Rotularia,Cretaceous,Cretaceous
indet.,40337,Anthozoa,Cnidaria,Anthozoa,,,,-64.25,-56.75,microcarnivore,intermediate-level epifaunal,foreshore,,Anthozoa,Cretaceous,No especificado
tenuilaevis,40338,Rotularia,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Rotularia,-64.25,-56.75,suspension feeder,epifaunal,foreshore,,Rotularia,Cretaceous,No especificado
indet.,40339,Ammonoidea,Mollusca,Cephalopoda,Ammonoidea,,,-64.25,-56.75,carnivore,nektonic,foreshore,marine,Ammonoidea,Cretaceous,No especificado
indet.,40340,Gastropoda,Mollusca,Gastropoda,,,,-64.25,-56.75,,epifaunal,foreshore,,Gastropoda,Cretaceous,No especificado
stokesi,40341,Hoploparia stokesi,Arthropoda,Malacostraca,Decapoda,Nephropidae,Hoploparia,-64.25,-56.75,carnivore,infaunal,foreshore,,Hoploparia,Cretaceous,No especificado
indet.,40342,Echinoidea,Echinodermata,Echinoidea,,,,-64.25,-56.75,"grazer, deposit feeder",epifaunal,foreshore,marine,Echinoidea,Cretaceous,No especificado
indet.,40343,Reptilia,Chordata,Reptilia,,,,-64.25,-56.75,,,foreshore,terrestrial,Reptilia,Cretaceous,No especificado
tenuilaevis,40510,Rotularia,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Rotularia,-64.25,-56.75,suspension feeder,epifaunal,foreshore,,Rotularia,Cretaceous,No especificado
clausa,40511,Panopea clausa,Mollusca,Bivalvia,Hiatellida,Hiatellidae,Panopea,-64.25,-56.75,suspension feeder,deep infaunal,foreshore,,Panopea,Cretaceous,No especificado
sp.,40512,Pinna,Mollusca,Bivalvia,Ostreida,Pinnidae,Pinna,-64.25,-56.75,suspension feeder,semi-infaunal,foreshore,"marine,brackish",Pinna,Cretaceous,No especificado
tuberculatus,40513,Maorites tuberculatus,Mollusca,Cephalopoda,Ammonitida,Kossmaticeratidae,Maorites,-64.25,-56.75,carnivore,nektonic,foreshore,marine,Maorites,Cretaceous,No especificado
arctowskiana,40514,Eunaticina,Mollusca,Gastropoda,Sorbeoconcha,Naticidae,Eunaticina,-64.25,-56.75,carnivore,semi-infaunal,foreshore,,Eunaticina,Cretaceous,No especificado
sp.,40515,Perissoptera,Mollusca,Gastropoda,Sorbeoconcha,Aporrhaidae,Perissoptera,-64.25,-56.75,detritivore,semi-infaunal,foreshore,,Perissoptera,Cretaceous,No especificado
phillipiana,40516,Cryptorhytis,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Cryptorhytis,-64.25,-56.75,carnivore,epifaunal,foreshore,,Cryptorhytis,Cretaceous,No especificado
charcotianus,40517,Taioma,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Taioma,-64.25,-56.75,carnivore,epifaunal,foreshore,,Taioma,Cretaceous,No especificado
indet.,40518,Anthozoa,Cnidaria,Anthozoa,,,,-64.25,-56.75,microcarnivore,intermediate-level epifaunal,foreshore,,Anthozoa,Cretaceous,No especificado
indet.,40519,Echinoidea,Echinodermata,Echinoidea,,,,-64.25,-56.75,"grazer, deposit feeder",epifaunal,foreshore,marine,Echinoidea,Cretaceous,No especificado
indet.,40520,Reptilia,Chordata,Reptilia,,,,-64.25,-56.75,,,foreshore,terrestrial,Reptilia,Cretaceous,No especificado
tenuilaevis,40521,Rotularia,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Rotularia,-64.25,-56.75,suspension feeder,epifaunal,foreshore,,Rotularia,Cretaceous,No especificado
shackletoni,40522,Rotularia shackletoni,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Rotularia,-64.25,-56.75,suspension feeder,epifaunal,foreshore,,Rotularia,Cretaceous,No especificado
seymourianus,40523,Pycnodonte,Mollusca,Bivalvia,Ostreida,Gryphaeidae,Pycnodonte,-64.25,-56.75,suspension feeder,epifaunal,foreshore,"marine,brackish",Pycnodonte,Cretaceous,No especificado
dryqalskiana,40524,Eriphyla (Dozyia),Mollusca,Bivalvia,Carditida,Astartidae,Eriphyla (Dozyia),-64.25,-56.75,suspension feeder,infaunal,foreshore,marine,Dozyia,Cretaceous,No especificado
suboblonga,40525,Nucula (Leionucula) suboblonga,Mollusca,Bivalvia,Nuculida,Nuculidae,Leionucula,-64.25,-56.75,"deposit feeder, suspension feeder",infaunal,foreshore,"coastal,inner shelf,outer shelf,oceanic",Nucula,Cretaceous,No especificado
antarctica,40526,Cucullaea antarctica,Mollusca,Bivalvia,Arcida,Cucullaeidae,Cucullaea,-64.25,-56.75,suspension feeder,infaunal,foreshore,,Cucullaea,Cretaceous,No especificado
sp.,40527,Linotrigonia (Oistotrigonia),Mollusca,Bivalvia,Trigoniida,Trigoniidae,Linotrigonia (Oistotrigonia),-64.25,-56.75,suspension feeder,infaunal,foreshore,,Oistotrigonia,Cretaceous,No especificado
clausa,40528,Panopea clausa,Mollusca,Bivalvia,Hiatellida,Hiatellidae,Panopea,-64.25,-56.75,suspension feeder,deep infaunal,foreshore,,Panopea,Cretaceous,No especificado
sp.,40529,Thracia,Mollusca,Bivalvia,Thraciida,Thraciidae,Thracia,-64.25,-56.75,suspension feeder,deep infaunal,foreshore,,Thracia,Cretaceous,No especificado
lambi,40530,Diplomoceras cylindraceum,Mollusca,Cephalopoda,Ammonitida,Diplomoceratidae,Diplomoceras,-64.25,-56.75,carnivore,nektonic,foreshore,marine,Diplomoceras,Cretaceous,No especificado
seymourianus,40531,Maorites seymourianus,Mollusca,Cephalopoda,Ammonitida,Kossmaticeratidae,Maorites,-64.25,-56.75,carnivore,nektonic,foreshore,marine,Maorites,Cretaceous,No especificado
miabilis,40532,Galeodea,Mollusca,Gastropoda,Sorbeoconcha,Cassidae,Galeodea,-64.25,-56.75,carnivore,epifaunal,foreshore,,Cassidaria,Cretaceous,No especificado
philippiana,40533,Cryptorhytis,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Cryptorhytis,-64.25,-56.75,carnivore,epifaunal,foreshore,,Cryptorhytis,Cretaceous,No especificado
arctowskiana,40534,Eunaticina,Mollusca,Gastropoda,Sorbeoconcha,Naticidae,Eunaticina,-64.25,-56.75,carnivore,semi-infaunal,foreshore,,Eunaticina,Cretaceous,No especificado
charcotianus,40535,Taioma,Mollusca,Gastropoda,Neogastropoda,Fasciolariidae,Taioma,-64.25,-56.75,carnivore,epifaunal,foreshore,,Taioma,Cretaceous,No especificado
indet.,40536,Anthozoa,Cnidaria,Anthozoa,,,,-64.25,-56.75,microcarnivore,intermediate-level epifaunal,foreshore,,Anthozoa,Cretaceous,No especificado
indet.,40537,Echinoidea,Echinodermata,Echinoidea,,,,-64.25,-56.75,"grazer, deposit feeder",epifaunal,foreshore,marine,Echinoidea,Cretaceous,No especificado
indet.,40538,Reptilia,Chordata,Reptilia,,,,-64.25,-56.75,,,foreshore,terrestrial,Reptilia,Cretaceous,No especificado
shackletoni,40539,Rotularia shackletoni,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Rotularia,-64.25,-56.75,suspension feeder,epifaunal,shoreface,,Rotularia,Cretaceous,No especificado
tenuilaevis,40540,Rotularia,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Rotularia,-64.25,-56.75,suspension feeder,epifaunal,shoreface,,Rotularia,Cretaceous,No especificado
zinsmeisteri,40541,Rotularia,Annelida,NO_CLASS_SPECIFIED,Sabellida,Serpulidae,Rotularia,-64.25,-56.75,suspension feeder,epifaunal,shoreface,,Rotularia,Cretaceous,No especificado
seymourianus,40542,Maorites seymourianus,Mollusca,Cephalopoda,Ammonitida,Kossmaticeratidae,Maorites,-64.25,-56.75,carnivore,nektonic,shoreface,marine,Maorites,Cretaceous,No especificado
wedellensis,40543,Maorites,Mollusca,Cephalopoda,Ammonitida,Kossmaticeratidae,Maorites,-64.25,-56.75,carnivore,nektonic,shoreface,marine,Maorites,Cretaceous,No especificado
