species_name,occurrence_no,accepted_name,phylum,class,order,family,genus,lat,lng,diet,life_habit,environment,taxon_environment,primary_name,era_early,era_late
minor,553521,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
pokrovskajae,553522,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
pokrovskajae,553523,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
sp. B.,553524,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
spada,553525,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
triangulatus,553526,Pyrgodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pyrgodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pyrgodiscus,Paleogene,No especificado
minuta,553527,Pyxidicula,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Pyxidicula,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pyxidicula,Paleogene,No especificado
cretacea,553528,Rhizosolenia,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Rhizosolenia,Paleogene,No especificado
polychaetum,553529,Skeletonema,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Skeletonema,Paleogene,No especificado
hannai,553530,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
lavrenkoi,553531,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
simonseni,553532,Stephanopyxis simonseni,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
sp. B.,553533,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
superba,553534,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
turris,553535,Stephanopyxis turris,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
uralensis,553536,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
sentum,553537,Triceratium,Ochrophyta,Bacillariophyceae,Centrales,Eupodiscaceae,Triceratium,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Triceratium,Paleogene,No especificado
simplicissimum,553538,Triceratium,Ochrophyta,Bacillariophyceae,Centrales,Eupodiscaceae,Triceratium,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Triceratium,Paleogene,No especificado
solenoceros,553539,Triceratium,Ochrophyta,Bacillariophyceae,Centrales,Eupodiscaceae,Triceratium,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Triceratium,Paleogene,No especificado
acutangulum,553540,Trinacria,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Trinacria,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Trinacria,Paleogene,No especificado
pileolus,553541,Trinacria,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Trinacria,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Trinacria,Paleogene,No especificado
macellarii,553542,,,,,,,-64.25,-56.75,,,delta front,,Wittia,Paleogene,No especificado
indet.,553543,,,,,,,-64.25,-56.75,,,delta front,,Archaeomonadaceae,Paleogene,No especificado
indet.,553544,Radiolaria,Radiolaria,NO_CLASS_SPECIFIED,,,,-64.25,-56.75,omnivore,planktonic,delta front,marine,Radiolaria,Paleogene,No especificado
apiculata,553545,Corbisema,NO_PHYLUM_SPECIFIED,Chrysophyceae,Phytomastigophora,Dictyochaceae,Corbisema,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,,Corbisema,Paleogene,No especificado
antarcticus,553546,Acanthodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Acanthodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Acanthodiscus,Paleogene,No especificado
ornatus,553547,Acanthodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Acanthodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Acanthodiscus,Paleogene,No especificado
schmidtii,553548,Acanthodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Acanthodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Acanthodiscus,Paleogene,No especificado
vulcaniformis,553549,Acanthodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Acanthodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Acanthodiscus,Paleogene,No especificado
packi,553550,Actinoptychus,Ochrophyta,Bacillariophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Actinoptychus,Paleogene,No especificado
taffi,553551,Actinoptychus,Ochrophyta,Bacillariophyceae,Coscinodiscales,Heliopeltaceae,Actinoptychus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Actinoptychus,Paleogene,No especificado
acutus,553552,Anaulus,Ochrophyta,Bacillariophyceae,Anaulales,Anaulaceae,Anaulus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Anaulus,Paleogene,No especificado
sp. A.,553553,Anaulus,Ochrophyta,Bacillariophyceae,Anaulales,Anaulaceae,Anaulus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Anaulus,Paleogene,No especificado
weyprechtii,553554,Anaulus,Ochrophyta,Bacillariophyceae,Anaulales,Anaulaceae,Anaulus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Anaulus,Paleogene,No especificado
simbiriskianus,553555,Arachnoidiscus,Ochrophyta,Bacillariophyceae,Arachnoidiscales,Arachnoidiscaceae,Arachnoidiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Arachnoidiscus,Paleogene,No especificado
simbiriskianus,553556,Aulacodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,Aulacodiscaceae,Aulacodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Aulacodiscus,Paleogene,No especificado
sp.,553557,Aulacodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,Aulacodiscaceae,Aulacodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Aulacodiscus,Paleogene,No especificado
sp. A.,553558,Auliscus,Ochrophyta,Bacillariophyceae,Coscinodiscales,Heliopeltaceae,Auliscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Auliscus,Paleogene,No especificado
sparsipunctata,553559,Biddulphia,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Biddulphia,-64.25,-56.75,,,delta front,,Biddulphia,Paleogene,No especificado
bicornis,553560,Chasea,Ochrophyta,Bacillariophyceae,Pennales,NO_FAMILY_SPECIFIED,Chasea,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Chasea,Paleogene,No especificado
proshkinae-lavrenkoae,553561,Chasea,Ochrophyta,Bacillariophyceae,Pennales,NO_FAMILY_SPECIFIED,Chasea,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Chasea,Paleogene,No especificado
jordani,553562,Cladogramma,Ochrophyta,Bacillariophyceae,Centrales,NO_FAMILY_SPECIFIED,Cladogramma,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Cladogramma,Paleogene,No especificado
morenoensis,553563,Coscinodiscus,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Coscinodiscus,Paleogene,No especificado
sparsus,553564,Coscinodiscus,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Coscinodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Coscinodiscus,Paleogene,No especificado
lunyacsekii,553565,Endictya,Ochrophyta,Bacillariophyceae,Melosirales,Endictyaceae,Endictya,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Endictya,Paleogene,No especificado
polymorpha,553566,Eunotogramma,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Eunotogramma,-64.25,-56.75,,,delta front,,Eunotogramma,Paleogene,No especificado
andrewsi,553567,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
bipons,553568,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
danicus,553569,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
elegans,553570,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
hostilis group,553571,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
kondai,553572,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
polymorphus,553573,Hemiaulus polymorphus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
proshkinae-lavrenkoae,553574,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
rossicus,553575,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
sibericus,553576,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
sp. A.,553577,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
sp. D.,553578,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
sp. F.,553579,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
sp. G.,553580,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
sp. H.,553581,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
sp. K.,553582,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
sp. L.,553583,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
tumidicornis,553584,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
sporalis,553585,Hemiaulus,Ochrophyta,NO_CLASS_SPECIFIED,NO_ORDER_SPECIFIED,Biddulphiaceae,Hemiaulus,-64.25,-56.75,,,delta front,,Hemiaulus,Paleogene,No especificado
anastomosans,553586,Horodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Horodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Horodiscus,Paleogene,No especificado
paleoceanica,553587,Incisoria,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Incisoria,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Incisoria,Paleogene,No especificado
aculeatus,553588,Kentrodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Kentrodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Kentrodiscus,Paleogene,No especificado
fossilis,553589,Kentrodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Kentrodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Kentrodiscus,Paleogene,No especificado
patera,553590,Melosira,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Melosira,Paleogene,No especificado
vetustissima,553591,Melosira,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Melosira,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Melosira,Paleogene,No especificado
aculeata,553592,Pseudopyxilla,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pseudopyxilla,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pseudopyxilla,Paleogene,No especificado
americana,553593,Pseudopyxilla americana,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pseudopyxilla,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pseudopyxilla,Paleogene,No especificado
dubia,553594,Pseudopyxilla,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pseudopyxilla,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pseudopyxilla,Paleogene,No especificado
rossica,553595,Pseudopyxilla,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pseudopyxilla,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pseudopyxilla,Paleogene,No especificado
sp.,553596,Pseudopyxilla,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pseudopyxilla,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pseudopyxilla,Paleogene,No especificado
aculeifera,553597,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
carinifera,553598,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
clavata,553599,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
infundibulum,553600,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
kittoniana,553601,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
major,553602,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
pokrovskajae,553603,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
pokrovskajae,553604,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
sp. A.,553605,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
sp. B.,553606,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
spada,553607,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
subulata,553608,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
uralica,553609,Pterotheca,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pterotheca,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pterotheca,Paleogene,No especificado
triangulatus,553610,Pyrgodiscus,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Pyrgodiscus,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pyrgodiscus,Paleogene,No especificado
minuta,553611,Pyxidicula,Ochrophyta,Bacillariophyceae,Melosirales,Melosiraceae,Pyxidicula,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Pyxidicula,Paleogene,No especificado
cretacea,553612,Rhizosolenia,Ochrophyta,Bacillariophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Rhizosolenia,Paleogene,No especificado
praecaducea,553613,Sceptroneis,Ochrophyta,Bacillariophyceae,Rhaphoneidales,Rhaphoneidaceae,Sceptroneis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Sceptroneis,Paleogene,No especificado
penicillis,553614,Skeletonema,Ochrophyta,Bacillariophyceae,Thalassiosirales,Skeletonemaceae,Skeletonema,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Skeletonema,Paleogene,No especificado
stenyi,553615,Stellarima,Ochrophyta,Bacillariophyceae,Coscinodiscales,Coscinodiscaceae,Stellarima,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stellarima,Paleogene,No especificado
delectabilis,553616,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
edita,553617,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
hannai,553618,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
maxima,553619,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
simonseni,553620,Stephanopyxis simonseni,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
sp. B.,553621,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
superba,553622,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
turris,553623,Stephanopyxis turris,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
turris,553624,Stephanopyxis turris,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
uralensis,553625,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
weyprechtii,553626,Stephanopyxis,Ochrophyta,Bacillariophyceae,Melosirales,Stephanopyxidaceae,Stephanopyxis,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Stephanopyxis,Paleogene,No especificado
flos,553627,Triceratium,Ochrophyta,Bacillariophyceae,Centrales,Eupodiscaceae,Triceratium,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Triceratium,Paleogene,No especificado
indefinitum,553628,Triceratium,Ochrophyta,Bacillariophyceae,Centrales,Eupodiscaceae,Triceratium,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Triceratium,Paleogene,No especificado
nobile,553629,Triceratium,Ochrophyta,Bacillariophyceae,Centrales,Eupodiscaceae,Triceratium,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Triceratium,Paleogene,No especificado
sentum,553630,Triceratium,Ochrophyta,Bacillariophyceae,Centrales,Eupodiscaceae,Triceratium,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Triceratium,Paleogene,No especificado
solenoceros,553631,Triceratium,Ochrophyta,Bacillariophyceae,Centrales,Eupodiscaceae,Triceratium,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Triceratium,Paleogene,No especificado
sp. A.,553632,Triceratium,Ochrophyta,Bacillariophyceae,Centrales,Eupodiscaceae,Triceratium,-64.25,-56.75,"""photoautotroph""",planktonic,delta front,marine,Triceratium,Paleogene,No especificado
acutangulum,553633,Trinacria,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Trinacria,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Trinacria,Paleogene,No especificado
aries,553634,Trinacria,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Trinacria,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Trinacria,Paleogene,No especificado
excavata,553635,Trinacria,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Trinacria,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Trinacria,Paleogene,No especificado
grevillei,553636,Trinacria,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Trinacria,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Trinacria,Paleogene,No especificado
heibergii,553637,Trinacria,Ochrophyta,Bacillariophyceae,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Trinacria,-64.25,-56.75,"""photoautotroph""",,delta front,"marine,brackish,freshwater",Trinacria,Paleogene,No especificado
